QuestionID,ExamYear,BodySystem,Subcategory,ArchetypeName,Cluster,UMAP_X,UMAP_Y
Q2020-001,2020,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,7.3034635,-3.2930133
Q2020-002,2020,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,8,7.7543755,0.9066373
Q2020-003,2020,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,8.272222,-1.1944973
Q2020-004,2020,Endocrine,Treatment,Pharmacology & Drug Selection,6,4.9234467,-0.3000599
Q2020-005,2020,Gastrointestinal,Workup,Screening & Prevention Guidelines,7,9.61521,-0.4016739
Q2020-006,2020,Gastrointestinal,Prognosis/Risk,General Adult Medicine -- Undifferentiated,8,3.0703497,2.1277745
Q2020-007,2020,Nonspecific,Diagnosis,Chronic Disease Management,0,7.4127584,-2.4173322
Q2020-008,2020,Psychogenic,Management,Pharmacology & Drug Selection,6,5.516192,-0.024585249
Q2020-009,2020,Cardiovascular,Treatment,General Adult Medicine -- Undifferentiated,4,4.570649,-3.006549
Q2020-010,2020,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,4.7433805,-3.3454518
Q2020-011,2020,Integumentary,Management,Pharmacology & Drug Selection,6,6.324759,-3.6446571
Q2020-012,2020,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,8.255226,-1.3237903
Q2020-013,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.4887342,-3.0494604
Q2020-014,2020,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.6452,-0.6825911
Q2020-015,2020,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,7.1252017,-2.4134378
Q2020-016,2020,Cardiovascular,Interpretation,Pharmacology & Drug Selection,6,6.4548154,-4.6311855
Q2020-017,2020,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.679224,-0.3094399
Q2020-018,2020,Integumentary,Management,Acute / Emergent Presentation,5,3.9475129,0.2564645
Q2020-019,2020,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,8.602138,-1.5330658
Q2020-020,2020,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.1602826,-3.4396772
Q2020-021,2020,Gastrointestinal,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.9460745,-2.7618785
Q2020-022,2020,Nonspecific,Treatment,General Adult Medicine -- Undifferentiated,8,4.1096244,-0.6734443
Q2020-023,2020,Endocrine,Management,Pharmacology & Drug Selection,6,5.9006324,-1.3882165
Q2020-024,2020,Patient-Based Systems,Pharmacology,Pharmacology & Drug Selection,6,7.1413608,0.8895593
Q2020-025,2020,Endocrine,Workup,Pharmacology & Drug Selection,6,5.8162427,-0.5494085
Q2020-026,2020,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.7677166,-3.8800178
Q2020-027,2020,Musculoskeletal,Prognosis/Risk,Pharmacology & Drug Selection,6,6.7021103,0.57522714
Q2020-028,2020,Special Sensory,Treatment,Pharmacology & Drug Selection,6,7.169889,1.0119815
Q2020-029,2020,Integumentary,Treatment,Acute / Emergent Presentation,5,3.3067896,1.1120207
Q2020-030,2020,Nephrologic,Workup,General Adult Medicine -- Undifferentiated,8,8.534605,1.2533857
Q2020-031,2020,Population-Based Care,Prevention,Pediatric Care & Development,3,7.896858,1.2147646
Q2020-032,2020,Respiratory,Screening,Chronic Disease Management,0,8.976046,-0.037872493
Q2020-033,2020,Integumentary,Treatment,Acute / Emergent Presentation,5,3.8802285,1.2726821
Q2020-034,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.360699,-4.0446014
Q2020-035,2020,Endocrine,Management,Pediatric Care & Development,3,6.7510962,-1.5711306
Q2020-036,2020,Respiratory,Diagnosis,Acute / Emergent Presentation,10,3.9615636,-4.5970893
Q2020-037,2020,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,7.7820263,-0.65663266
Q2020-038,2020,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.759004,-0.53424025
Q2020-039,2020,Gastrointestinal,Prognosis/Risk,Screening & Prevention Guidelines,7,9.331491,0.12744707
Q2020-040,2020,Cardiovascular,Management,General Adult Medicine -- Undifferentiated,4,4.69757,-3.6845448
Q2020-041,2020,Patient-Based Systems,Prognosis/Risk,Pharmacology & Drug Selection,6,7.1975713,0.9456502
Q2020-042,2020,Cardiovascular,Management,Pharmacology & Drug Selection,1,7.2342877,-2.219278
Q2020-043,2020,Musculoskeletal,Pharmacology,General Adult Medicine -- Undifferentiated,8,5.8387713,-1.3589729
Q2020-044,2020,Respiratory,Workup,General Adult Medicine -- Undifferentiated,4,4.6096964,-3.6399825
Q2020-045,2020,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,6.973419,-0.5902226
Q2020-046,2020,Cardiovascular,Prevention,Chronic Disease Management,2,4.8642893,-0.7452639
Q2020-047,2020,Patient-Based Systems,Counseling,Chronic Disease Management,0,7.959395,-0.07322738
Q2020-048,2020,Nonspecific,Management,Pharmacology & Drug Selection,6,9.448334,-3.1853971
Q2020-049,2020,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.216601,-0.5498599
Q2020-050,2020,Cardiovascular,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.7429767,-3.481467
Q2020-051,2020,Endocrine,Pharmacology,Acute / Emergent Presentation,10,7.5755086,-3.5517972
Q2020-052,2020,Cardiovascular,Interpretation,Pharmacology & Drug Selection,6,6.577583,-1.0405695
Q2020-053,2020,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.5484896,-2.3469644
Q2020-054,2020,Respiratory,Prevention,Pharmacology & Drug Selection,6,3.7512815,-4.1218696
Q2020-055,2020,Nephrologic,Interpretation,Chronic Disease Management,2,2.0942612,-2.519077
Q2020-056,2020,Patient-Based Systems,Management,Chronic Disease Management,0,8.301332,-0.08337262
Q2020-057,2020,Patient-Based Systems,Pharmacology,Chronic Disease Management,0,7.628038,0.041363303
Q2020-058,2020,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,2.372027,1.3397515
Q2020-059,2020,Cardiovascular,Workup,Pharmacology & Drug Selection,6,6.2534575,-1.8186814
Q2020-060,2020,Respiratory,Screening,Pharmacology & Drug Selection,6,3.8952918,-4.6306543
Q2020-061,2020,Psychogenic,Screening,Pharmacology & Drug Selection,6,5.3760614,0.41808948
Q2020-062,2020,Nonspecific,Management,General Adult Medicine -- Undifferentiated,8,5.7262316,1.4609009
Q2020-063,2020,Gastrointestinal,Management,Screening & Prevention Guidelines,7,9.579106,0.058504067
Q2020-064,2020,Endocrine,Prevention,Pharmacology & Drug Selection,11,7.086645,-3.8090198
Q2020-065,2020,Gastrointestinal,Workup,Pharmacology & Drug Selection,6,9.464147,-3.2086504
Q2020-066,2020,Cardiovascular,Counseling,Pharmacology & Drug Selection,6,9.237446,-1.7900465
Q2020-067,2020,Respiratory,Workup,General Adult Medicine -- Undifferentiated,4,4.1335273,-3.5755525
Q2020-068,2020,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.4962928,0.26329762
Q2020-069,2020,Reproductive: Female,Interpretation,Pediatric Care & Development,3,9.342179,0.3672698
Q2020-070,2020,Nephrologic,Prevention,Acute / Emergent Presentation,5,5.145032,-1.764562
Q2020-071,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,1,7.3714137,-1.7179255
Q2020-072,2020,Respiratory,Treatment,General Adult Medicine -- Undifferentiated,4,4.509535,-3.641819
Q2020-073,2020,Nonspecific,Pharmacology,Acute / Emergent Presentation,10,4.3611355,-1.403529
Q2020-074,2020,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,7.2994475,-2.2263675
Q2020-075,2020,Cardiovascular,Management,Pharmacology & Drug Selection,6,5.5717616,-0.6642061
Q2020-076,2020,Endocrine,Diagnosis,Pharmacology & Drug Selection,6,5.9653807,-2.1039717
Q2020-077,2020,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.240724,0.34156317
Q2020-078,2020,Nonspecific,Prevention,General Adult Medicine -- Undifferentiated,8,8.329185,1.167041
Q2020-079,2020,Respiratory,Diagnosis,Pharmacology & Drug Selection,6,3.8954132,-4.609055
Q2020-080,2020,Gastrointestinal,Diagnosis,Acute / Emergent Presentation,10,7.617691,-3.556732
Q2020-081,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,1,6.553014,-2.4600272
Q2020-082,2020,Cardiovascular,Treatment,Chronic Disease Management,2,6.4746337,-4.523261
Q2020-083,2020,Musculoskeletal,Interpretation,Chronic Disease Management,2,2.1680665,-2.4195008
Q2020-084,2020,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,5.9585443,-1.5833592
Q2020-085,2020,Population-Based Care,Screening,Chronic Disease Management,0,9.256928,-0.7968586
Q2020-086,2020,Respiratory,Prognosis/Risk,Pharmacology & Drug Selection,6,9.473293,-3.2325182
Q2020-087,2020,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,8.175092,1.5972512
Q2020-088,2020,Population-Based Care,Screening,Pharmacology & Drug Selection,6,7.7137423,0.28652012
Q2020-089,2020,Cardiovascular,Pharmacology,General Adult Medicine -- Undifferentiated,4,6.4402947,-4.6362085
Q2020-090,2020,Nephrologic,Pharmacology,Chronic Disease Management,2,2.067299,-2.5262156
Q2020-091,2020,Respiratory,Screening,General Adult Medicine -- Undifferentiated,8,8.227552,0.48945996
Q2020-092,2020,Cardiovascular,Management,Pharmacology & Drug Selection,1,3.1394796,-1.369833
Q2020-093,2020,Psychogenic,Screening,Pharmacology & Drug Selection,6,6.5831456,-0.39264765
Q2020-094,2020,Gastrointestinal,Screening,Pharmacology & Drug Selection,6,6.582233,-1.0870361
Q2020-095,2020,Musculoskeletal,Workup,Pediatric Care & Development,3,7.4501343,2.1640892
Q2020-096,2020,Cardiovascular,Screening,Screening & Prevention Guidelines,9,10.318278,-0.78060895
Q2020-097,2020,Nonspecific,Prevention,General Adult Medicine -- Undifferentiated,8,8.389397,1.3372842
Q2020-098,2020,Population-Based Care,Counseling,Pediatric Care & Development,3,7.0245237,2.1022294
Q2020-099,2020,Endocrine,Pharmacology,Acute / Emergent Presentation,10,7.5531225,-3.631304
Q2020-100,2020,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,9.344919,-3.111399
Q2020-101,2020,Cardiovascular,Workup,Pharmacology & Drug Selection,11,7.015259,-3.5641115
Q2020-102,2020,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.3975244,-2.4130201
Q2020-103,2020,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,4,9.302889,-1.8447797
Q2020-104,2020,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.5674095,-3.7002919
Q2020-105,2020,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.9864447,0.19735545
Q2020-106,2020,Musculoskeletal,Treatment,General Adult Medicine -- Undifferentiated,8,5.146098,1.6258307
Q2020-107,2020,Cardiovascular,Management,Pharmacology & Drug Selection,6,6.093235,-0.52155787
Q2020-108,2020,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,5.258903,1.8381963
Q2020-109,2020,Population-Based Care,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.3686695,0.5116781
Q2020-110,2020,Psychogenic,Treatment,Pharmacology & Drug Selection,6,2.8752449,2.0782347
Q2020-111,2020,Endocrine,Treatment,Chronic Disease Management,0,8.273447,-0.15983343
Q2020-112,2020,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,3.0239046,-0.5937056
Q2020-113,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,5.6346703,0.75034
Q2020-114,2020,Gastrointestinal,Prevention,General Adult Medicine -- Undifferentiated,8,8.563792,0.17289302
Q2020-115,2020,Psychogenic,Pharmacology,Pharmacology & Drug Selection,11,4.9285917,0.9005143
Q2020-116,2020,Respiratory,Prognosis/Risk,Pharmacology & Drug Selection,6,2.9180577,2.1220253
Q2020-117,2020,Respiratory,Prevention,Chronic Disease Management,0,8.45527,0.26965636
Q2020-118,2020,Endocrine,Prognosis/Risk,Acute / Emergent Presentation,10,7.836278,-3.5063236
Q2020-119,2020,Psychogenic,Diagnosis,Chronic Disease Management,2,6.649913,-1.1867292
Q2020-120,2020,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.7853234,0.2225405
Q2020-121,2020,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,7.727025,-2.1953785
Q2020-122,2020,Integumentary,Treatment,Pharmacology & Drug Selection,6,4.870588,-0.31775331
Q2020-123,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.194298,-1.0379059
Q2020-124,2020,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.607676,-0.46346036
Q2020-125,2020,Nephrologic,Interpretation,Chronic Disease Management,2,2.0705051,-2.5538497
Q2020-126,2020,Neurologic,Diagnosis,Pharmacology & Drug Selection,6,3.3861766,-0.09659932
Q2020-127,2020,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.2409134,-3.085714
Q2020-128,2020,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,5.618024,-3.6884696
Q2020-129,2020,Reproductive: Female,Management,Pharmacology & Drug Selection,6,8.2022085,-1.347613
Q2020-130,2020,Gastrointestinal,Pharmacology,General Adult Medicine -- Undifferentiated,8,6.9774117,0.11922671
Q2020-131,2020,Nonspecific,Workup,Acute / Emergent Presentation,5,8.127712,-3.2269368
Q2020-132,2020,Neurologic,Diagnosis,Pharmacology & Drug Selection,6,5.4343576,-0.42840493
Q2020-133,2020,Psychogenic,Pharmacology,Pediatric Care & Development,3,6.8204274,2.2671301
Q2020-134,2020,Nonspecific,Management,Pharmacology & Drug Selection,6,3.8441634,-0.19929604
Q2020-135,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.4290557,1.0516717
Q2020-136,2020,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,3.2963152,1.124202
Q2020-137,2020,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,4.8161354,0.5026325
Q2020-138,2020,Endocrine,Diagnosis,Acute / Emergent Presentation,10,7.3185515,-3.1879961
Q2020-139,2020,Integumentary,Diagnosis,Chronic Disease Management,0,7.590629,-0.27140117
Q2020-140,2020,Gastrointestinal,Screening,Pharmacology & Drug Selection,6,7.833837,-0.54340106
Q2020-141,2020,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,7.1681113,1.0135198
Q2020-142,2020,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,6.439245,1.5822463
Q2020-143,2020,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.5058732,1.3715346
Q2020-144,2020,Respiratory,Screening,Pharmacology & Drug Selection,6,6.776258,-0.77668965
Q2020-145,2020,Psychogenic,Management,Pediatric Care & Development,3,5.4063735,0.42557257
Q2020-146,2020,Hematologic/ Immune,Pharmacology,Acute / Emergent Presentation,10,8.009668,-3.385773
Q2020-147,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.300412,0.3017163
Q2020-148,2020,Special Sensory,Prevention,Pediatric Care & Development,3,6.887488,2.2204046
Q2020-149,2020,Integumentary,Treatment,Pharmacology & Drug Selection,6,5.1117086,2.4876032
Q2020-150,2020,Nonspecific,Pathophysiology,Pharmacology & Drug Selection,6,5.6394835,-0.38132447
Q2020-151,2020,Musculoskeletal,Diagnosis,Pharmacology & Drug Selection,6,6.158982,-0.5335377
Q2020-152,2020,Psychogenic,Counseling,Pharmacology & Drug Selection,11,6.257655,-3.985957
Q2020-153,2020,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.768709,-0.4990785
Q2020-154,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.291776,-0.9134888
Q2020-155,2020,Cardiovascular,Counseling,Screening & Prevention Guidelines,9,10.506186,-0.761903
Q2020-156,2020,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,8,8.392188,1.2141668
Q2020-157,2020,Endocrine,Workup,General Adult Medicine -- Undifferentiated,4,5.3749404,-2.8285637
Q2020-158,2020,Musculoskeletal,Workup,Acute / Emergent Presentation,5,3.8821955,-0.18098618
Q2020-159,2020,Respiratory,Pharmacology,Pharmacology & Drug Selection,1,6.568681,0.3190843
Q2020-160,2020,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,6.0941443,0.88892967
Q2020-161,2020,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.166075,-0.6007466
Q2020-162,2020,Patient-Based Systems,Pharmacology,Pharmacology & Drug Selection,6,7.2277117,0.5847989
Q2020-163,2020,Nonspecific,Workup,General Adult Medicine -- Undifferentiated,4,4.584252,-3.1663215
Q2020-164,2020,Cardiovascular,Screening,Pharmacology & Drug Selection,6,6.5862093,0.59764844
Q2020-165,2020,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,7.737796,-2.2542284
Q2020-166,2020,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,4.174862,-3.1176653
Q2020-167,2020,Musculoskeletal,Diagnosis,Pharmacology & Drug Selection,11,5.7851357,-3.8674223
Q2020-168,2020,Cardiovascular,Counseling,Pharmacology & Drug Selection,11,7.0525084,-3.7868009
Q2020-169,2020,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.473888,-2.5234945
Q2020-170,2020,Nonspecific,Management,General Adult Medicine -- Undifferentiated,4,4.21114,-2.9362323
Q2020-171,2020,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.7370076,-3.7503386
Q2020-172,2020,Integumentary,Management,Pediatric Care & Development,3,7.492596,2.1887372
Q2020-173,2020,Gastrointestinal,Counseling,General Adult Medicine -- Undifferentiated,8,6.2990785,0.59875125
Q2020-174,2020,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.32456,-3.3596458
Q2020-175,2020,Integumentary,Management,Acute / Emergent Presentation,5,3.9907146,1.3104347
Q2020-176,2020,Patient-Based Systems,Counseling,Chronic Disease Management,0,9.344846,-1.7616011
Q2020-177,2020,Hematologic/ Immune,Diagnosis,Acute / Emergent Presentation,10,8.029413,-3.3458161
Q2020-178,2020,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.53048,0.40766364
Q2020-179,2020,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,4.152416,-3.4206948
Q2020-180,2020,Population-Based Care,Pharmacology,Screening & Prevention Guidelines,9,10.56661,-0.6278303
Q2020-181,2020,Cardiovascular,Pharmacology,Chronic Disease Management,0,7.706575,-1.3137586
Q2020-182,2020,Gastrointestinal,Pharmacology,Acute / Emergent Presentation,5,3.5176134,-1.2277317
Q2020-183,2020,Cardiovascular,Management,Pharmacology & Drug Selection,6,7.253109,-0.7351427
Q2020-184,2020,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,11,5.8919787,-3.86833
Q2020-185,2020,Musculoskeletal,Workup,Pharmacology & Drug Selection,6,9.140429,0.09688973
Q2020-186,2020,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.313404,0.44727474
Q2020-187,2020,Respiratory,Workup,Pharmacology & Drug Selection,6,4.17769,-2.7369988
Q2020-188,2020,Psychogenic,Interpretation,Acute / Emergent Presentation,10,5.3309674,-2.0882664
Q2020-189,2020,Special Sensory,Diagnosis,Acute / Emergent Presentation,5,3.5792608,-0.20392123
Q2020-190,2020,Respiratory,Workup,General Adult Medicine -- Undifferentiated,4,4.1154995,-3.4280772
Q2020-191,2020,Psychogenic,Management,Pediatric Care & Development,3,7.134554,1.9392364
Q2020-192,2020,Integumentary,Treatment,Acute / Emergent Presentation,5,3.1132116,0.35776022
Q2020-193,2020,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.9346504,-0.07021919
Q2020-194,2020,Respiratory,Pharmacology,Pediatric Care & Development,3,7.5624843,2.129692
Q2020-195,2020,Cardiovascular,Management,Pharmacology & Drug Selection,6,6.723782,0.39906508
Q2020-196,2020,Hematologic/ Immune,Screening,Pharmacology & Drug Selection,6,8.392742,-2.72533
Q2020-197,2020,Reproductive: Male,Screening,Screening & Prevention Guidelines,9,10.32618,-0.37551427
Q2020-198,2020,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,9.136344,-0.95344573
Q2020-199,2020,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,11,6.018637,-3.9985354
Q2020-200,2020,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.3822856,-3.607074
Q2021-201,2021,Cardiovascular,Screening,Screening & Prevention Guidelines,9,10.137493,-0.8678092
Q2021-202,2021,Respiratory,Treatment,Pharmacology & Drug Selection,6,3.9277613,-2.0206466
Q2021-203,2021,Gastrointestinal,Workup,Pharmacology & Drug Selection,6,5.8429523,-2.913638
Q2021-204,2021,Psychogenic,Prevention,Pharmacology & Drug Selection,6,5.711338,0.31907687
Q2021-205,2021,Musculoskeletal,Counseling,Acute / Emergent Presentation,5,3.0389605,0.16096297
Q2021-206,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,11,6.767083,-2.9457262
Q2021-207,2021,Respiratory,Management,General Adult Medicine -- Undifferentiated,8,6.1966,1.7825446
Q2021-208,2021,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.675373,-2.1811543
Q2021-209,2021,Patient-Based Systems,Interpretation,Screening & Prevention Guidelines,7,4.88786,-1.8061837
Q2021-210,2021,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,5.379087,1.6397324
Q2021-211,2021,Nephrologic,Pharmacology,Pharmacology & Drug Selection,1,6.410363,-3.2287436
Q2021-212,2021,Nonspecific,Prognosis/Risk,General Adult Medicine -- Undifferentiated,8,8.378398,1.4774675
Q2021-213,2021,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,6.912063,-3.8792894
Q2021-214,2021,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.292068,-2.4233
Q2021-215,2021,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.409227,0.5057707
Q2021-216,2021,Gastrointestinal,Management,Acute / Emergent Presentation,5,8.085585,-1.2617038
Q2021-217,2021,Endocrine,Screening,Pharmacology & Drug Selection,1,8.779454,-0.16755182
Q2021-218,2021,Nonspecific,Management,Pharmacology & Drug Selection,6,4.711868,-1.6091661
Q2021-219,2021,Population-Based Care,Prevention,Pharmacology & Drug Selection,6,6.233242,-1.0080394
Q2021-220,2021,Neurologic,Diagnosis,Acute / Emergent Presentation,5,3.3238235,1.127151
Q2021-221,2021,Hematologic/ Immune,Screening,Pharmacology & Drug Selection,6,6.387129,0.9555924
Q2021-222,2021,Psychogenic,Diagnosis,Pediatric Care & Development,3,6.7743077,2.3193903
Q2021-223,2021,Cardiovascular,Management,General Adult Medicine -- Undifferentiated,4,4.53904,-3.6693997
Q2021-224,2021,Integumentary,Treatment,Pediatric Care & Development,3,7.502212,2.1748872
Q2021-225,2021,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,4.1147,-2.7711627
Q2021-226,2021,Hematologic/ Immune,Pharmacology,Pharmacology & Drug Selection,6,6.5712285,-1.1124347
Q2021-227,2021,Musculoskeletal,Management,Acute / Emergent Presentation,5,3.2664087,1.0750481
Q2021-228,2021,Endocrine,Treatment,Pharmacology & Drug Selection,1,6.8691845,-2.1373906
Q2021-229,2021,Respiratory,Management,Acute / Emergent Presentation,10,4.629556,-3.1348555
Q2021-230,2021,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.4089403,-4.6687813
Q2021-231,2021,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,6.489353,-3.1204064
Q2021-232,2021,Respiratory,Diagnosis,Pharmacology & Drug Selection,1,6.2441254,-3.172516
Q2021-233,2021,Musculoskeletal,Pharmacology,Chronic Disease Management,2,2.1264217,-2.440858
Q2021-234,2021,Nonspecific,Prognosis/Risk,Pharmacology & Drug Selection,1,7.027148,-2.1490343
Q2021-235,2021,Respiratory,Screening,Pediatric Care & Development,3,7.1979184,1.7078878
Q2021-236,2021,Integumentary,Management,Acute / Emergent Presentation,5,3.4315884,1.181261
Q2021-237,2021,Nephrologic,Screening,Pharmacology & Drug Selection,6,7.4579597,-0.091285236
Q2021-238,2021,Endocrine,Workup,Pharmacology & Drug Selection,1,6.4730144,-3.211961
Q2021-239,2021,Cardiovascular,Management,General Adult Medicine -- Undifferentiated,4,5.145941,-3.6978142
Q2021-240,2021,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.2651925,-0.13166402
Q2021-241,2021,Respiratory,Management,Screening & Prevention Guidelines,9,10.222316,-0.5054051
Q2021-242,2021,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.19302,-0.49476558
Q2021-243,2021,Endocrine,Treatment,Pharmacology & Drug Selection,1,6.6932406,-2.7448542
Q2021-244,2021,Patient-Based Systems,Pharmacology,Pharmacology & Drug Selection,6,6.639577,-2.303434
Q2021-245,2021,Psychogenic,Diagnosis,Pediatric Care & Development,3,7.0774536,2.0284026
Q2021-246,2021,Gastrointestinal,Pharmacology,Chronic Disease Management,0,7.6911,-0.21379806
Q2021-247,2021,Cardiovascular,Management,Pharmacology & Drug Selection,11,7.143988,0.8144724
Q2021-248,2021,Cardiovascular,Management,Acute / Emergent Presentation,5,2.6481886,0.36684495
Q2021-249,2021,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,4.1480803,-3.5321133
Q2021-250,2021,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,8.235229,-1.3655245
Q2021-251,2021,Musculoskeletal,Prevention,Acute / Emergent Presentation,5,3.2235613,-0.5974406
Q2021-252,2021,Psychogenic,Management,Acute / Emergent Presentation,10,5.3043876,-2.0931084
Q2021-253,2021,Respiratory,Prevention,Pharmacology & Drug Selection,6,6.4421263,-1.7659063
Q2021-254,2021,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,4.8588605,-1.6413417
Q2021-255,2021,Psychogenic,Screening,Chronic Disease Management,0,8.236941,-0.3936446
Q2021-256,2021,Endocrine,Counseling,Pharmacology & Drug Selection,1,6.7328506,-2.7429526
Q2021-257,2021,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.708717,0.31562248
Q2021-258,2021,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.3368762,0.18972458
Q2021-259,2021,Patient-Based Systems,Pharmacology,Pharmacology & Drug Selection,1,5.9560323,-1.6466453
Q2021-260,2021,Cardiovascular,Diagnosis,Pharmacology & Drug Selection,6,6.8485775,-0.85706675
Q2021-261,2021,Cardiovascular,Prognosis/Risk,Pharmacology & Drug Selection,6,6.4993887,-4.572185
Q2021-262,2021,Nephrologic,Prognosis/Risk,Chronic Disease Management,2,2.114822,-2.505599
Q2021-263,2021,Gastrointestinal,Diagnosis,Pharmacology & Drug Selection,1,4.8482194,-1.7109785
Q2021-264,2021,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.861921,-0.4695576
Q2021-265,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.400103,-2.3825238
Q2021-266,2021,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.630964,-3.2341645
Q2021-267,2021,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.2343585,0.4184756
Q2021-268,2021,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.1392195,-0.6379562
Q2021-269,2021,Cardiovascular,Treatment,Pharmacology & Drug Selection,6,5.843602,-0.83087265
Q2021-270,2021,Respiratory,Management,Pharmacology & Drug Selection,6,3.8740919,-4.643463
Q2021-271,2021,Respiratory,Workup,Pharmacology & Drug Selection,6,7.130431,-2.407593
Q2021-272,2021,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,6.67776,0.6570619
Q2021-273,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,2.9303827,2.1513484
