QuestionID,ExamYear,BodySystem,Subcategory,ArchetypeName,Cluster,UMAP_X,UMAP_Y
Q2024-813,2024,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.189169,-3.4145133
Q2024-814,2024,Psychiatric/Behavioral,Diagnosis,Pharmacology & Drug Selection,6,6.153445,-0.5637727
Q2024-815,2024,Sexual and Reproductive,Management,Screening & Prevention Guidelines,7,9.381909,0.29661977
Q2024-816,2024,Neurologic,Pharmacology,Pharmacology & Drug Selection,6,2.9439578,2.1466336
Q2024-817,2024,Injuries/Musculoskeletal,Management,Acute / Emergent Presentation,5,2.2554786,-0.48586887
Q2024-818,2024,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.38876,-3.6081376
Q2024-819,2024,Cardiovascular,Management,General Adult Medicine -- Undifferentiated,4,4.5376606,-2.8630893
Q2024-820,2024,Integumentary,Management,Pharmacology & Drug Selection,6,6.778274,1.8163061
Q2024-821,2024,Reproductive: Female,Prevention,Pharmacology & Drug Selection,6,6.5251265,1.2041658
Q2024-822,2024,Sexual and Reproductive,Pharmacology,Pharmacology & Drug Selection,6,4.3127527,0.36272308
Q2024-823,2024,Cardiovascular,Workup,General Adult Medicine -- Undifferentiated,4,4.478899,-3.6207166
Q2024-824,2024,Cardiovascular,Management,Acute / Emergent Presentation,10,6.0034537,-3.4335284
Q2024-825,2024,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,7.0908074,-3.8344147
Q2024-826,2024,Endocrine,Screening,Acute / Emergent Presentation,10,5.303433,-1.7133234
Q2024-827,2024,Injuries/Musculoskeletal,Management,Acute / Emergent Presentation,5,2.64,0.45721957
Q2024-828,2024,Reproductive: Female,Prevention,General Adult Medicine -- Undifferentiated,8,8.206778,-0.77236056
Q2024-829,2024,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,6.6197886,-2.282761
Q2024-830,2024,Gastrointestinal,Management,Acute / Emergent Presentation,10,5.046087,-3.0143332
Q2024-831,2024,Neurologic,Management,Acute / Emergent Presentation,5,3.7331908,0.37721106
Q2024-832,2024,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,5.9490557,-2.128596
Q2024-833,2024,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,5.250165,-0.7253408
Q2024-834,2024,Endocrine,Pharmacology,Screening & Prevention Guidelines,9,10.5410795,-0.59007007
Q2024-835,2024,Nonspecific,Pharmacology,Acute / Emergent Presentation,10,7.307056,-3.276374
Q2024-836,2024,Cardiovascular,Pathophysiology,Pharmacology & Drug Selection,6,5.421418,-3.2264087
Q2024-837,2024,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,7.1247497,-2.5041966
Q2024-838,2024,Special Sensory,Workup,Pharmacology & Drug Selection,6,4.358711,-0.17302088
Q2024-839,2024,Gastrointestinal,Workup,Screening & Prevention Guidelines,9,9.591188,0.22762008
Q2024-840,2024,Neurologic,Diagnosis,Acute / Emergent Presentation,5,3.2892277,0.3904001
Q2024-841,2024,Nonspecific,Diagnosis,Acute / Emergent Presentation,10,7.1722565,-3.2785554
Q2024-842,2024,Injuries/Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.3611195,1.3577887
Q2024-843,2024,Nonspecific,Prevention,General Adult Medicine -- Undifferentiated,8,7.5125384,1.6149443
Q2024-844,2024,Endocrine,Diagnosis,Pharmacology & Drug Selection,6,6.380306,-1.9295652
Q2024-845,2024,Special Sensory,Prognosis/Risk,Chronic Disease Management,0,4.010905,2.199462
Q2024-846,2024,Sexual and Reproductive,Management,Pharmacology & Drug Selection,6,8.2843275,-1.6122004
Q2024-847,2024,Cardiovascular,Prognosis/Risk,Pharmacology & Drug Selection,1,4.943712,-1.4980421
Q2024-848,2024,Neurologic,Pharmacology,General Adult Medicine -- Undifferentiated,8,5.1920266,1.4367564
Q2024-849,2024,Population-Based Care,Screening,Pediatric Care & Development,3,7.0232015,2.0217083
Q2024-850,2024,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,2.9645426,2.156756
Q2024-851,2024,Integumentary,Treatment,Acute / Emergent Presentation,5,4.006412,1.2788999
Q2024-852,2024,Psychiatric/Behavioral,Pharmacology,Pharmacology & Drug Selection,6,6.550386,-0.597297
Q2024-853,2024,Neurologic,Diagnosis,Acute / Emergent Presentation,5,3.2939787,-0.056919035
Q2024-854,2024,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,3.354412,0.8112938
Q2024-855,2024,Reproductive: Male,Management,Pediatric Care & Development,3,6.9119596,2.330975
Q2024-856,2024,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,4.1459455,-2.5127628
Q2024-857,2024,Sexual and Reproductive,Pharmacology,Pharmacology & Drug Selection,11,6.044915,-3.9468691
Q2024-858,2024,Injuries/Musculoskeletal,Management,Pharmacology & Drug Selection,6,3.9237568,-0.2578121
Q2024-859,2024,Patient-Based Systems,Counseling,Pediatric Care & Development,3,8.616887,-0.38024157
Q2024-860,2024,Cardiovascular,Treatment,Pharmacology & Drug Selection,6,4.617955,0.073055364
Q2024-861,2024,Psychiatric/Behavioral,Pharmacology,Pharmacology & Drug Selection,6,5.1091843,0.9475139
Q2024-862,2024,Nonspecific,Pharmacology,Acute / Emergent Presentation,10,4.3916245,-1.4675992
Q2024-863,2024,Cardiovascular,Prevention,Screening & Prevention Guidelines,9,10.184501,-0.80446965
Q2024-864,2024,Cardiovascular,Treatment,Pharmacology & Drug Selection,6,2.2960846,-0.8116509
Q2024-865,2024,Nonspecific,Diagnosis,Pharmacology & Drug Selection,6,9.377715,-3.1635344
Q2024-866,2024,Cardiovascular,Diagnosis,Pharmacology & Drug Selection,6,6.915492,0.66377956
Q2024-867,2024,Hematologic/ Immune,Pharmacology,Pharmacology & Drug Selection,6,4.238499,-2.6035447
Q2024-868,2024,Population-Based Care,Screening,Screening & Prevention Guidelines,9,9.728751,-0.79089993
Q2024-869,2024,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,6,6.02318,0.110812485
Q2024-870,2024,Hematologic/ Immune,Management,Pharmacology & Drug Selection,6,4.986249,0.88346356
Q2024-871,2024,Psychiatric/Behavioral,Pharmacology,Chronic Disease Management,0,7.9974093,-0.11579039
Q2024-872,2024,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,4.3156104,0.41930807
Q2024-873,2024,Psychiatric/Behavioral,Treatment,Pharmacology & Drug Selection,6,5.837302,-0.68329525
Q2024-874,2024,Respiratory,Screening,Chronic Disease Management,0,9.218945,-1.337823
Q2024-875,2024,Nephrologic,Pharmacology,Chronic Disease Management,2,2.114393,-2.5212765
Q2024-876,2024,Gastrointestinal,Diagnosis,Acute / Emergent Presentation,10,6.8023067,-1.579608
Q2024-877,2024,Psychiatric/Behavioral,Pharmacology,Pharmacology & Drug Selection,6,6.005436,1.1195064
Q2024-878,2024,Gastrointestinal,Diagnosis,Pharmacology & Drug Selection,6,7.0912023,-0.23003626
Q2024-879,2024,Neurologic,Management,Pharmacology & Drug Selection,6,3.7960224,0.31268576
Q2024-880,2024,Nonspecific,Diagnosis,Pharmacology & Drug Selection,6,6.7693768,-0.33454835
Q2024-881,2024,Cardiovascular,Management,Pharmacology & Drug Selection,6,8.589953,-1.4890188
Q2024-882,2024,Injuries/Musculoskeletal,Treatment,Acute / Emergent Presentation,5,5.809001,1.5004096
Q2024-883,2024,Patient-Based Systems,Prevention,General Adult Medicine -- Undifferentiated,8,5.706867,1.6013091
Q2024-884,2024,Endocrine,Diagnosis,Pharmacology & Drug Selection,1,8.254102,-2.8412375
Q2024-885,2024,Psychiatric/Behavioral,Management,Chronic Disease Management,0,9.340232,-1.7933251
Q2024-886,2024,Gastrointestinal,Diagnosis,Pharmacology & Drug Selection,1,4.740842,-1.6062977
Q2024-887,2024,Injuries/Musculoskeletal,Treatment,Acute / Emergent Presentation,5,3.3205602,1.0031174
Q2024-888,2024,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,8.238256,-1.6353717
Q2024-889,2024,Injuries/Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,2.607673,-0.058577668
Q2024-890,2024,Cardiovascular,Screening,Pharmacology & Drug Selection,6,6.7406397,0.5058874
Q2024-891,2024,Hematologic/ Immune,Workup,Acute / Emergent Presentation,10,8.131679,-3.2976198
Q2024-892,2024,Cardiovascular,Management,Chronic Disease Management,2,4.678942,-3.5667775
Q2024-893,2024,Nephrologic,Pharmacology,Pediatric Care & Development,3,7.3697233,-0.21662135
Q2024-894,2024,Sexual and Reproductive,Pharmacology,Pharmacology & Drug Selection,6,8.460487,-1.5526894
Q2024-895,2024,Nonspecific,Prevention,Chronic Disease Management,0,8.49708,0.3917748
Q2024-896,2024,Gastrointestinal,Workup,Pharmacology & Drug Selection,6,7.2442894,1.5628499
Q2024-897,2024,Special Sensory,Pharmacology,Pharmacology & Drug Selection,6,4.2220173,-0.51561683
Q2024-898,2024,Injuries/Musculoskeletal,Pathophysiology,Acute / Emergent Presentation,5,2.1273324,-0.6316272
Q2024-899,2024,Injuries/Musculoskeletal,Workup,Pharmacology & Drug Selection,6,5.833674,-2.9968052
Q2024-900,2024,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.797449,-0.52455
Q2024-901,2024,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,3.875847,-4.602715
Q2024-902,2024,Injuries/Musculoskeletal,Management,Pharmacology & Drug Selection,6,3.997948,-0.35662532
Q2024-903,2024,Psychogenic,Counseling,Pharmacology & Drug Selection,6,7.501429,0.6220185
Q2024-904,2024,Sexual and Reproductive,Workup,Acute / Emergent Presentation,10,6.953993,-3.0783205
Q2024-905,2024,Endocrine,Management,Pharmacology & Drug Selection,6,3.917406,2.1857123
Q2024-906,2024,Population-Based Care,Prevention,General Adult Medicine -- Undifferentiated,8,8.313875,0.5683276
Q2024-907,2024,Sexual and Reproductive,Workup,Screening & Prevention Guidelines,7,9.528767,-0.54989976
Q2024-908,2024,Injuries/Musculoskeletal,Management,Acute / Emergent Presentation,5,3.083576,-0.934554
Q2024-909,2024,Gastrointestinal,Management,Acute / Emergent Presentation,5,9.3476305,0.4058232
Q2024-910,2024,Cardiovascular,Management,Chronic Disease Management,0,7.3326826,-0.8767284
Q2024-911,2024,Respiratory,Pathophysiology,General Adult Medicine -- Undifferentiated,4,4.2876544,-2.5184827
Q2024-912,2024,Psychiatric/Behavioral,Pharmacology,Pharmacology & Drug Selection,6,6.0735216,0.123420335
Q2024-913,2024,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.826712,-0.46268559
Q2024-914,2024,Endocrine,Management,General Adult Medicine -- Undifferentiated,4,5.509044,-3.11948
Q2024-915,2024,Hematologic/ Immune,Diagnosis,Acute / Emergent Presentation,10,4.593995,-1.618848
Q2024-916,2024,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,7.7262316,-2.2158124
Q2024-917,2024,Patient-Based Systems,Counseling,Pharmacology & Drug Selection,6,4.878945,0.38069344
Q2024-918,2024,Neurologic,Diagnosis,Pharmacology & Drug Selection,1,2.7100465,-0.6605963
Q2024-919,2024,Respiratory,Pharmacology,Screening & Prevention Guidelines,9,10.219425,-0.7584118
Q2024-920,2024,Neurologic,Management,Acute / Emergent Presentation,5,2.3831034,0.43464002
Q2024-921,2024,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,6.976222,0.9811814
Q2024-922,2024,Respiratory,Diagnosis,Pediatric Care & Development,3,6.978311,2.4133039
Q2024-923,2024,Injuries/Musculoskeletal,Treatment,Acute / Emergent Presentation,5,3.2813008,1.1089461
Q2024-924,2024,Integumentary,Management,General Adult Medicine -- Undifferentiated,8,5.0964465,1.6032814
Q2024-925,2024,Cardiovascular,Diagnosis,Pharmacology & Drug Selection,6,6.6585603,0.5390611
Q2024-926,2024,Respiratory,Management,Acute / Emergent Presentation,10,5.417636,-2.3123596
Q2024-927,2024,Psychogenic,Pharmacology,Acute / Emergent Presentation,10,4.8808455,-3.7421505
Q2024-928,2024,Cardiovascular,Management,Chronic Disease Management,2,4.8787885,-0.8168012
Q2024-929,2024,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,8.340715,-0.93702143
Q2024-930,2024,Injuries/Musculoskeletal,Pharmacology,Acute / Emergent Presentation,10,4.7475004,-1.2808555
Q2024-931,2024,Sexual and Reproductive,Treatment,Pharmacology & Drug Selection,6,6.394688,-0.10944649
Q2024-932,2024,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.0741124,-3.3378918
Q2024-933,2024,Psychiatric/Behavioral,Interpretation,Acute / Emergent Presentation,10,4.327552,-1.4322215
Q2024-934,2024,Cardiovascular,Pharmacology,Chronic Disease Management,0,9.294678,-1.6724533
Q2024-935,2024,Nonspecific,Management,General Adult Medicine -- Undifferentiated,8,8.439975,-1.3883419
Q2024-936,2024,Injuries/Musculoskeletal,Pathophysiology,Acute / Emergent Presentation,5,2.406732,1.2809118
Q2024-937,2024,Patient-Based Systems,Management,Chronic Disease Management,0,7.730341,0.108805776
Q2024-938,2024,Neurologic,Diagnosis,Acute / Emergent Presentation,5,3.2431629,0.18911423
Q2024-939,2024,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.7777677,-4.0504537
Q2024-940,2024,Gastrointestinal,Workup,Pharmacology & Drug Selection,6,4.8568,-1.8692621
Q2024-941,2024,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.649304,-0.60109615
Q2024-942,2024,Cardiovascular,Management,Acute / Emergent Presentation,5,2.8118422,-0.47101137
Q2024-943,2024,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,7.3351493,-0.17879686
Q2024-944,2024,Nephrologic,Screening,Chronic Disease Management,2,2.1349664,-2.5053039
Q2024-945,2024,Gastrointestinal,Workup,Screening & Prevention Guidelines,7,4.908769,-1.7486176
Q2024-946,2024,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,1,3.215453,-1.5857515
Q2024-947,2024,Sexual and Reproductive,Management,Pharmacology & Drug Selection,6,7.4369354,-1.8895539
Q2024-948,2024,Respiratory,Pharmacology,Pediatric Care & Development,3,6.6668725,2.1917517
Q2024-949,2024,Gastrointestinal,Workup,Pharmacology & Drug Selection,6,6.5527005,-0.7475158
Q2024-950,2024,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,7.7987933,-0.48466235
Q2024-951,2024,Endocrine,Pharmacology,Acute / Emergent Presentation,10,7.3072157,-3.291096
Q2024-952,2024,Reproductive: Female,Treatment,Pharmacology & Drug Selection,6,8.378832,-1.3069539
Q2024-953,2024,Cardiovascular,Screening,Pharmacology & Drug Selection,6,6.730397,0.49119663
Q2024-954,2024,Integumentary,Management,Pharmacology & Drug Selection,1,3.2206492,-1.5781226
Q2024-955,2024,Nephrologic,Prognosis/Risk,Pharmacology & Drug Selection,6,7.5884037,-0.53788966
Q2024-956,2024,Psychiatric/Behavioral,Pharmacology,Pharmacology & Drug Selection,6,5.1992,-0.09156833
Q2024-957,2024,Nonspecific,Prevention,Pharmacology & Drug Selection,6,5.7833066,0.17921953
Q2024-958,2024,Integumentary,Diagnosis,Pharmacology & Drug Selection,1,3.926876,1.1977792
Q2024-959,2024,Cardiovascular,Treatment,Pharmacology & Drug Selection,11,6.287264,-4.0181174
Q2024-960,2024,Injuries/Musculoskeletal,Pathophysiology,Acute / Emergent Presentation,5,2.7985876,0.2398971
Q2024-961,2024,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.281879,0.4096658
Q2024-962,2024,Cardiovascular,Management,Acute / Emergent Presentation,5,3.0597517,-0.8605505
Q2024-963,2024,Psychogenic,Workup,Pharmacology & Drug Selection,6,5.4317794,0.37164328
Q2024-964,2024,Gastrointestinal,Treatment,Pharmacology & Drug Selection,6,5.1532035,-0.44474632
Q2024-965,2024,Nonspecific,Prognosis/Risk,Pharmacology & Drug Selection,6,7.634003,0.099965386
Q2024-966,2024,Psychiatric/Behavioral,Management,Pediatric Care & Development,3,7.203581,1.7765241
Q2024-967,2024,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.7807794,0.64155024
Q2024-968,2024,Injuries/Musculoskeletal,Diagnosis,Pharmacology & Drug Selection,6,5.695149,-2.59972
Q2024-969,2024,Special Sensory,Diagnosis,Chronic Disease Management,0,8.163472,-0.23085487
Q2024-970,2024,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,6.925208,-0.26377076
Q2024-971,2024,Respiratory,Prevention,Pharmacology & Drug Selection,6,4.320096,-2.2265854
Q2024-972,2024,Patient-Based Systems,Pharmacology,Screening & Prevention Guidelines,7,9.69328,0.17100246
Q2024-973,2024,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,7.0546694,0.18298142
Q2024-974,2024,Sexual and Reproductive,Diagnosis,Pharmacology & Drug Selection,6,8.318003,-1.3077823
Q2024-975,2024,Psychiatric/Behavioral,Diagnosis,Pharmacology & Drug Selection,6,5.0732727,-1.7720374
Q2024-976,2024,Cardiovascular,Prevention,General Adult Medicine -- Undifferentiated,8,3.9949653,2.2421627
Q2024-977,2024,Musculoskeletal,Screening,Screening & Prevention Guidelines,9,10.7073345,-0.50204927
Q2024-978,2024,Injuries/Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,3.0816274,-0.42292318
Q2024-979,2024,Sexual and Reproductive,Pharmacology,Pharmacology & Drug Selection,6,7.4352193,-1.9784328
Q2024-980,2024,Hematologic/ Immune,Management,Pharmacology & Drug Selection,6,4.282197,0.293073
Q2024-981,2024,Psychogenic,Management,Pharmacology & Drug Selection,11,6.9834456,-3.778001
Q2024-982,2024,Psychogenic,Management,Chronic Disease Management,0,7.594992,-1.5282062
Q2024-983,2024,Psychiatric/Behavioral,Pharmacology,Pediatric Care & Development,3,5.374387,0.41705367
Q2024-984,2024,Injuries/Musculoskeletal,Workup,Acute / Emergent Presentation,10,4.328461,-1.4409144
Q2024-985,2024,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.8700783,-4.648429
Q2024-986,2024,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,8,7.628281,0.91284543
Q2024-987,2024,Population-Based Care,Screening,Screening & Prevention Guidelines,7,9.624694,-0.40148044
Q2024-988,2024,Cardiovascular,Interpretation,Chronic Disease Management,0,4.6386743,-2.874928
Q2024-989,2024,Injuries/Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.2057412,0.3754397
Q2024-990,2024,Cardiovascular,Management,Pediatric Care & Development,3,4.448727,-1.3959861
Q2024-991,2024,Integumentary,Treatment,Acute / Emergent Presentation,5,5.00886,2.4888146
Q2024-992,2024,Cardiovascular,Treatment,General Adult Medicine -- Undifferentiated,4,5.23003,-3.027972
Q2024-993,2024,Injuries/Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,3.0970132,-0.70440733
Q2024-994,2024,Population-Based Care,Screening,Pharmacology & Drug Selection,6,7.2091594,1.6141495
Q2024-995,2024,Gastrointestinal,Workup,Acute / Emergent Presentation,10,4.307343,-1.3318979
Q2024-996,2024,Psychiatric/Behavioral,Pharmacology,Pharmacology & Drug Selection,11,6.0014777,-4.0283504
Q2024-997,2024,Respiratory,Workup,Pharmacology & Drug Selection,6,3.8475242,-2.0928328
Q2024-998,2024,Gastrointestinal,Management,Pharmacology & Drug Selection,6,5.352539,1.1387596
Q2024-999,2024,Cardiovascular,Workup,Acute / Emergent Presentation,10,5.131306,-3.0273592
Q2024-1000,2024,Special Sensory,Pharmacology,Pharmacology & Drug Selection,6,4.361695,0.23896833
Q2025-001,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,7,9.631493,-0.4368939
Q2025-002,2025,Population-Based Care,Management,Pharmacology & Drug Selection,11,6.7641726,-2.7927504
Q2025-003,2025,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.1780725,-0.56425583
Q2025-004,2025,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,4,5.0655484,-2.9696612
Q2025-005,2025,Endocrine,Management,Acute / Emergent Presentation,10,5.7802505,-2.0633805
Q2025-006,2025,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,7.166368,-0.60188705
Q2025-007,2025,Musculoskeletal,Treatment,Pharmacology & Drug Selection,1,4.958745,1.696579
Q2025-008,2025,Nephrologic,Pharmacology,Pharmacology & Drug Selection,6,7.5533,-1.8004328
Q2025-009,2025,Gastrointestinal,Treatment,Pharmacology & Drug Selection,6,8.1358385,-3.2669268
Q2025-010,2025,Cardiovascular,Screening,General Adult Medicine -- Undifferentiated,8,2.9663107,2.2018683
Q2025-011,2025,Cardiovascular,Workup,Acute / Emergent Presentation,10,4.139594,-3.0315924
Q2025-012,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,7.4364743,0.545112
Q2025-013,2025,Integumentary,Pharmacology,Pharmacology & Drug Selection,11,5.2280617,2.2556849
Q2025-014,2025,Endocrine,Counseling,Acute / Emergent Presentation,10,5.505995,-2.0398645
Q2025-015,2025,Cardiovascular,Treatment,Acute / Emergent Presentation,10,5.08523,-2.7888663
Q2025-016,2025,Special Sensory,Management,Pediatric Care & Development,3,6.75489,2.2953427
Q2025-017,2025,Psychogenic,Pharmacology,Acute / Emergent Presentation,5,2.8968668,1.8194299
Q2025-018,2025,Endocrine,Workup,Pharmacology & Drug Selection,6,3.5623772,0.22065721
Q2025-019,2025,Reproductive: Female,Treatment,Pharmacology & Drug Selection,6,7.9853563,-1.2126977
Q2025-020,2025,Patient-Based Systems,Diagnosis,Acute / Emergent Presentation,10,5.0638013,-2.8546555
Q2025-021,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,1,6.2344637,-3.3167517
Q2025-022,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.407874,-4.1549163
Q2025-023,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.947644,0.12764224
Q2025-024,2025,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,5.912995,-2.1617541
Q2025-025,2025,Reproductive: Female,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.7246943,-3.548952
Q2025-026,2025,Integumentary,Treatment,Pharmacology & Drug Selection,6,5.0467696,1.6905034
Q2025-027,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,9,9.898715,-0.44699037
Q2025-028,2025,Psychogenic,Screening,Pharmacology & Drug Selection,6,6.1806817,-0.053558867
Q2025-029,2025,Gastrointestinal,Screening,Screening & Prevention Guidelines,7,9.498179,-0.32790947
Q2025-030,2025,Reproductive: Female,Counseling,General Adult Medicine -- Undifferentiated,8,8.324808,1.519795
Q2025-031,2025,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,2.3753014,0.087311804
Q2025-032,2025,Neurologic,Pharmacology,Acute / Emergent Presentation,10,5.085176,-2.1583118
Q2025-033,2025,Respiratory,Treatment,Pharmacology & Drug Selection,6,4.7697673,-1.797724
Q2025-034,2025,Patient-Based Systems,Prevention,General Adult Medicine -- Undifferentiated,8,8.383646,0.54087764
Q2025-035,2025,Respiratory,Management,Acute / Emergent Presentation,5,3.5326302,-0.22893953
Q2025-036,2025,Musculoskeletal,Interpretation,Pharmacology & Drug Selection,11,2.8014455,-2.6011305
Q2025-037,2025,Reproductive: Male,Management,Pharmacology & Drug Selection,6,9.000995,-0.9673079
Q2025-038,2025,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,4.6024685,-3.6470528
Q2025-039,2025,Musculoskeletal,Prognosis/Risk,Pharmacology & Drug Selection,1,6.7384496,0.5631078
Q2025-040,2025,Special Sensory,Management,Pharmacology & Drug Selection,11,6.011214,-3.9967322
Q2025-041,2025,Population-Based Care,Pharmacology,Pharmacology & Drug Selection,6,6.4703646,-0.9650036
Q2025-042,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,5.4735065,-0.7459054
Q2025-043,2025,Endocrine,Pharmacology,Acute / Emergent Presentation,10,7.2490354,-3.65354
Q2025-044,2025,Psychogenic,Treatment,Pharmacology & Drug Selection,6,5.652302,0.29368013
Q2025-045,2025,Neurologic,Diagnosis,Pharmacology & Drug Selection,1,3.1299837,-0.33458772
Q2025-046,2025,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.362879,1.3233835
Q2025-047,2025,Respiratory,Management,General Adult Medicine -- Undifferentiated,8,8.499731,1.3075801
Q2025-048,2025,Gastrointestinal,Diagnosis,Acute / Emergent Presentation,10,6.8343697,-1.519076
Q2025-049,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.8575845,-3.1191087
Q2025-050,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,7.493062,-1.8190398
Q2025-051,2025,Cardiovascular,Management,Acute / Emergent Presentation,5,3.9562614,-0.05068024
Q2025-052,2025,Cardiovascular,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.609798,-3.5997074
Q2025-053,2025,Respiratory,Treatment,Pharmacology & Drug Selection,6,3.8270075,-4.135068
Q2025-054,2025,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,5.180695,2.4262576
Q2025-055,2025,Nonspecific,Treatment,Pharmacology & Drug Selection,6,7.6110406,2.1034942
Q2025-056,2025,Nonspecific,Management,Acute / Emergent Presentation,10,7.9232736,-3.4705615
Q2025-057,2025,Nephrologic,Management,Chronic Disease Management,2,2.4766119,-2.5955842
Q2025-058,2025,Nonspecific,Management,Pharmacology & Drug Selection,6,5.1325855,2.512149
Q2025-059,2025,Gastrointestinal,Screening,Screening & Prevention Guidelines,9,10.216205,-0.2714383
Q2025-060,2025,Nonspecific,Management,Pharmacology & Drug Selection,11,6.1654983,-3.8409128
Q2025-061,2025,Musculoskeletal,Prevention,Chronic Disease Management,2,2.2384665,-2.5239973
Q2025-062,2025,Cardiovascular,Prognosis/Risk,Pharmacology & Drug Selection,6,6.4998817,0.025852678
Q2025-063,2025,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.9298098,-2.105869
Q2025-064,2025,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,7.593692,-1.87268
Q2025-065,2025,Neurologic,Pharmacology,Pharmacology & Drug Selection,11,5.9871387,-3.9462793
Q2025-066,2025,Reproductive: Female,Management,General Adult Medicine -- Undifferentiated,8,8.471007,1.1010898
Q2025-067,2025,Gastrointestinal,Management,Pediatric Care & Development,3,6.5794687,2.0316207
Q2025-068,2025,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,8.714692,-1.1712081
Q2025-069,2025,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,11,6.011138,-3.980177
Q2025-070,2025,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,6.1589847,-0.7201779
Q2025-071,2025,Respiratory,Pharmacology,Acute / Emergent Presentation,10,4.320696,-1.4507185
Q2025-072,2025,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,5.1192575,0.22937453
Q2025-073,2025,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.349222,0.5841365
Q2025-074,2025,Endocrine,Pharmacology,Acute / Emergent Presentation,10,7.2452445,-3.2441368
Q2025-075,2025,Cardiovascular,Workup,Acute / Emergent Presentation,10,4.3911514,-1.4055084
Q2025-076,2025,Nephrologic,Pharmacology,Pharmacology & Drug Selection,6,6.1463737,0.1665154
Q2025-077,2025,Reproductive: Female,Counseling,Pediatric Care & Development,3,7.663206,2.1178594
Q2025-078,2025,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,8,8.192398,0.6693125
Q2025-079,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.480484,0.21544018
Q2025-080,2025,Population-Based Care,Prevention,Acute / Emergent Presentation,5,3.0048313,-0.4641462
Q2025-081,2025,Gastrointestinal,Treatment,General Adult Medicine -- Undifferentiated,8,6.5146275,0.3505015
